source_page_number,source_line_number,character,pinyin,mc_bs,mc_analyzed,oc_bs,gloss,gsr_raw,normalized_gsr,unicode_utf16
54,1,界,jiè,keajH,(k- + -eaj C),*kˤret-s {*kˤr[e][t]-s},boundary,0327e,0327e,U+754C
54,3,疥,jiè,keajH,(k- + -eaj C),*kˤrep-s {*kˤr[e]p-s},scabby disease,0327f,0327f,U+75A5
54,5,芥,jiè,keajH,(k- + -eaj C),*kˤret-s {*kˤr[e][t]-s},mustard plant,0327j,0327j,U+82A5
54,7,拜,bài,peajH,(p- + -eaj C),*C.pˤrot-s {*C.pˤro[t]-s},"bow, bend (v.)",0328a,0328a,U+62DC
54,9,埶,yì,ngjiejH,(ng- + -jiej C),*ŋet-s I!,to plant,0330a,0330a,U+57F6
54,11,埶,shì,syejH,(sy- + -jej C),*ŋ̊et-s,circumstances; setting,0330a,0330a,U+57F6
54,13,蓺,yì,ngjiejH,(ng- + -jiej C),*ŋet-s I!,to sow,0330e,0330e,U+84FA
54,15,藝,yì,ngjiejH,(ng- + -jiej C),*ŋet-s I!,"cultivation, art, skill",0330f,0330f,U+85DD
54,17,槷,niè,nget,(ng- + -et D),*ŋˤet,vertical pole or post,0330h,0330h,U+69F7
54,19,熱,rè,nyet,(ny- + -jet D),*C.nat (or *C.ŋet?),hot,0330j,0330j,U+71B1
54,21,爇,ruò,nywet,(ny- + -jwet D),*not,to burn,0330k,0330k,U+7207
54,23,勢,shì,syejH,(sy- + -jej C),*ŋ̊et-s,"circumstances, setting",0330l,0330l,U+52E2
54,25,褻,xiè,sjet,(s- + -jet D),*s-ŋet,garment next to the body,0330n,0330n,U+893B
54,27,彘,zhì,drjejH,(dr- + -jej C),*lrat-s {*[l]r[a][t]-s},pig,0334a,0334a,U+5F58
54,29,制,zhì,tsyejH,(tsy- + -jej C),*tet-s,"cut out, prepare",0335a,0335a,U+5236
54,31,製,zhì,tsyejH,(tsy- + -jej C),*tet-s,cut out (a garment),0335b,0335b,U+88FD
54,33,猘,jì,kjejH,(k- + -jej C),*k<r>et-s {*k<r>e[t]-s},mad (dog),0335d,0335d,U+7318
54,35,噬,shì,dzyejH,(dzy- + -jej C),*det-s {*[d]e[t]-s},bite (v.),0336c,0336c,U+566C
54,37,祭,jì,tsjejH,(ts- + -jej C),*tset-s {*[ts]et-s},sacrifice,0337a,0337a,U+796D
54,39,穄,jì,tsjejH,(ts- + -jej C),*tset-s {*[ts][e][t]-s},,0337e,0337e,U+7A44
54,41,際,jì,tsjejH,(ts- + -jej C),*tsap-s {*[ts]ap-s},connection,0337f,0337f,U+969B
54,43,蔡,cài,tshajH,(tsh- + -aj C),*s.r̥ˤat-s,(name of a state),0337i,0337i,U+8521
55,1,察,chá,tsrheat,(tsrh- + -eat D),*tsʰˤret {*[tsʰ]ˤret},examine,0337j,0337j,U+5BDF
55,3,絏,xiè,sjet,(s- + -jet D),*s-lat {*s-l[a]t},"rope, fetters",0338c,0338c,U+7D4F
55,5,世,shì,syejH,(sy- + -jej C),*l̥ap-s {*l̥[a]p-s},generation,0339a,0339a,U+4E16
55,7,貰,shì,syejH,(sy- + -jej C),*l̥ap-s {*[l̥][a]p-s},"lend, borrow",0339d,0339d,U+8CB0
55,9,泄,xiè,sjet,(s- + -jet D),*s-lat,"leak, ooze",0339h,0339h,U+6CC4
55,11,泄,xiè,yejH,(y- + -jej C),*lat-s,"leak, ooze",0339h,0339h,U+6CC4
55,13,厲,lì,ljejH,(l- + -jej C),*rat-s {*[r]at-s},cruel,0340a,0340a,U+53B2
55,15,厲,lì,ljejH,(l- + -jej C),*rat-s {*(mə-)rat-s},grindstone,0340a,0340a,U+53B2
55,17,厲,lì,ljejH,(l- + -jej C),*rat-s {*(mə-)rat-s},epidemic,0340a,0340a,U+53B2
55,19,礪,lì,ljejH,(l- + -jej C),*rat-s {*(mə-)rat-s},grindstone,0340b,0340b,U+792A
55,21,蠣,lì,ljejH,(l- + -jej C),*mə-rat-s,stinging insect,0340f,0340f,U+8823
55,23,糲,lì,lajH,(l- + -aj C),*rˤat-s {*([m]ə-)rˤat-s},dehusked but not polished grain.,0340g,0340g,U+7CF2
55,25,糲,lì,lat,(l- + -at D),*rˤat {*([m]ə-)rˤat},dehusked but not polished grain.,0340g,0340g,U+7CF2
55,27,糲,lì,ljejH,(l- + -jej C),*rat-s {*([m]ə-)rat-s},Unhusked but not polished grain.,0340g,0340g,U+7CF2
55,29,敝,bì,bjiejH,(b- + -jiej C),*bet-s {*[b]e[t]-s},destroy; worn out,0341a,0341a,U+655D
55,31,幣,bì,bjiejH,(b- + -jiej C),*bet-s {*[b]et-s},offering of silk,0341d,0341d,U+5E63
55,33,斃,bì,bjiejH,(b- + -jiej C),*bet-s {*[b]e[t]-s},fall down (from wound or illness),0341f,0341f,U+6583
55,35,蔽,bì,pjiejH,(p- + -jiej C),*pet-s {*pe[t]-s},cover (v.),0341h,0341h,U+853D
55,37,鱉,biē,pjiet,(p- + -jiet D),*pet,turtle,0341k,0341k,U+9C49
55,39,衛,wèi,hjwejH,(h- + -jwej C),*ɢʷat-s {*[ɢ]ʷ(r)a[t]-s},to guard,0342a,0342a,U+885B
55,41,毳,cuì,tshjwejH,(tsh- + -jwej C),*tsʰop-s {*[tsʰ]op-s},fine hair; felt,0345a,0345a,U+6BF3
55,43,毳,cuì,tsrhjwejH,(tsrh- + -jwej C),*tsʰ<r>op-s {*[tsʰ]<r>op-s},"down, fine hair",0345a,0345a,U+6BF3
56,1,歲,suì,sjwejH,(s- + -jwej C),*s-qʷʰat-s,year,0346a,0346a,U+6B72
56,3,顪,huì,xjwojH,(x- + -jwoj C),*qʷʰat-s,beard,0346f,0346f,U+986A
56,5,翽,huì,xwajH,(x- + -waj C),*qʷʰˤat-s,rustling of wings,0346g,0346g,U+7FFD
56,7,濊,huò,xwat,(x- + -wat D),*qʷʰˤat,sound of water,0346h,0346h,U+6FCA
56,9,穢,huì,'jwojH,('- + -jwoj C),*qʷat-s,bad weeds; filth,0346i,0346i,U+7A62
56,11,乂,yì,ngjojH,(ng- + -joj C),*ŋat-s {*ŋa[t]-s},"mow, cut (v.)",0347a,0347a,U+4E42
56,13,乂,yì,ngjojH,(ng- + -joj C),*ŋat-s {*ŋa[t]-s},mow; regulate,0347a,0347a,U+4E42
56,15,艾,ài,ngajH,(ng- + -aj C),*C.ŋˤat-s {*C.ŋˤa[t]-s},Artemisia; moxa,0347c,0347c,U+827E
56,17,吠,fèi,bjojH,(b- + -joj C),*Cə.bot-s {*Cə.[b]o[t]-s},bark (v.),0348a,0348a,U+5420
56,19,个,gè,kaH,(k- + -a C),*kˤar-s {*kˤa[r]-s},"tally, piece, item",0349a,0349a,U+4E2A
56,21,果,guǒ,kwaX,(k- + -wa B),*kˤorʔ {*[k]ˤo[r]ʔ},fruit; result,0351a,0351a,U+679C
56,23,蜾,guǒ,kwaX,(k- + -wa B),*kˤorʔ-rˤorʔ (redup. infixation < *kˤorʔ),kwaX.lwaX a kind of wasp,0351c,0351c,U+873E
56,25,裹,guǒ,kwaX,(k- + -wa B),*s.kˤorʔ {*s.[k]ˤo[r]ʔ},to wrap,0351d,0351d,U+88F9
56,27,倮,luǒ,lwaX,(l- + -wa B),*rˤorʔ {*rˤo[r]ʔ},"bare, naked",0351g,0351g,U+502E
56,29,裸,luǒ,lwaX,(l- + -wa B),*rˤorʔ {*rˤo[r]ʔ},"bare, naked",0351h,0351h,U+88F8
56,31,臝,luǒ,lwaX,(l- + -wa B),*kˤorʔ-rˤorʔ (redup. infixed form from *kˤorʔ 'fruit'),kwaX.lwaX a kind of gourd,0351i,0351i,U+81DD
56,33,踝,huà,hwaeX,(h- + -wae B),*m-kˤ<r>orʔ {*m-kˤ<r>o[r]ʔ},ankle,0351j,0351j,U+8E1D
56,35,輠,huà,hwaeX,(h- + -wae B),*gˤ<r>orʔ {*[g]ˤ<r>orʔ} (dial. > *-j),turn around (as a wheel),0351l,0351l,U+8F20
56,37,輠,huàn,hwanX,(h- + -wan B),*gˤorʔ {*[g]ˤorʔ},turn around (as a wheel),0351l,0351l,U+8F20
56,39,輠,huì,hwojX,(h- + -woj B),*gˤurʔ {*[g]ˤurʔ},turn around (as a wheel),0351l,0351l,U+8F20
56,41,祼,guàn,kwanH,(k- + -wan C),*kˤor-s {*[k]ˤor(ʔ)-s},pour out libation,0351m,0351m,U+797C
56,43,火,huǒ,xwaX,(x- + -wa B),*qʷʰˤəjʔ {*[qʷʰ]ˤəjʔ},fire,0353a,0353a,U+706B
57,1,妥,tuǒ,thwaX,(th- + -wa B),*n̥ˤojʔ,at ease,0354a,0354a,U+59A5
57,3,餒,něi,nwojX,(n- + -woj B),*nˤujʔ,"hungry, starve",0354d,0354d,U+9912
57,5,緌,ruí,nywij,(ny- + -wij A),*nuj,tassel,0354e,0354e,U+7DCC
57,7,諉,wěi,nrjweH,(nr- + -jwe C),*nroj-s,implicate,0354f,0354f,U+8AC9
57,9,綏,suí,swij,(s- + -wij A),*s.nuj,comfort (v.),0354g,0354g,U+7D8F
57,11,衰,shuāi,srwij,(sr- + -wij A),*sruj,"diminish, decline",0355a,0355a,U+8870
57,13,衰,cuī,tshwoj,(tsh- + -woj A),*N-sˤruj,mourning clothes,0355a,0355a,U+8870
57,15,蓑,suō,swa,(s- + -wa A),*sˤoj {*[s]ˤoj},raincoat of straw of rush,0355b,0355b,U+84D1
57,17,縗,cuī,tshwoj,(tsh- + -woj A),*N-s.rˤuj {*[N]-s.rˤuj},mourning clothes,0355e,0355e,U+7E17
57,19,毀,huǐ,xjweX,(x- + -jwe B),*m̥ajʔ {*[m̥](r)ajʔ},demolish,0356a,0356a,U+6BC0
57,21,委,wěi,'jweX,('- + -jwe B),*qojʔ {*q(r)ojʔ},entrust to,0357a,0357a,U+59D4
57,23,委,wěi,'jweX,('- + -jwe B),*qorʔ {*q(r)orʔ},bend; hang down,0357a,0357a,U+59D4
57,25,委,wěi,'jweX,('- + -jwe B),*qojʔ {*q(r)ojʔ},collect; store,0357a,0357a,U+59D4
57,27,此,cǐ,tshjeX,(tsh- + -je B),*tsʰeʔ {*[tsʰ]e(j)ʔ},this,0358a,0358a,U+6B64
57,29,泚,cǐ,tshjeX,(tsh- + -je B),*tsʰeʔ {*[tsʰ]e(j)ʔ},clear (adj.),0358h,0358h,U+6CDA
57,31,祡,chái,dzrea,(dzr- + -ea A),*C.dzˤre {*C.dzˤre(j)},firewood,0358v,0358v,U+7961
57,33,柴,zì,dzrea,(dz- + -rea A),*dzre {*[dz]re(j)},firewood,0358x,0358x,U+67F4
57,35,爾,ěr,nejX,(n- + -ej B),*nˤeʔ {*nˤe(j)ʔ},numerous,0359a,0359a,U+723E
57,37,爾,ěr,nyeX,(ny- + -je B),*neʔ {*ne(j)ʔ},(adv. suffix),0359a,0359a,U+723E
57,39,爾,ěr,nyeX,(ny- + -je B),*neʔ {*ne(j)ʔ},you(r),0359a,0359a,U+723E
57,41,璽,xǐ,sjeX,(s- + -je B),*s.nerʔ {*s.[n]e[r]ʔ},seal (n.),0359j,0359j,U+74BD
57,43,𤣔,xiǎn,sjenX,(s- + -jen B),*s.nerʔ {*s.[n]e[r]ʔ},autumnal hunt,0359k,0359k,U+248D4
58,1,獮,xiǎn,sjenX,(s- + -jen B),*s.nerʔ {*s.[n]e[r]ʔ},autumnal hunt,0359l,0359l,U+736E
58,3,彌,mí,mjie,(m- + -jie A),*m-nər {*m-nə[r]},to complete,0359m,0359m,U+5F4C
58,5,彌,mí,mjieX,(m- + -jie B),*m-nərʔ {*m-nə[r]ʔ},stop,0359m,0359m,U+5F4C
58,7,瀰,mǐ,mejX,(m- + -ej B),*m.nˤerʔ,a rich and full flow (of a river),0359o,0359o,U+7030
58,9,天,tiān,then,(th- + -en A),*l̥ˤin {*l̥ˤi[n]},heaven,0361a,0361a,U+5929
58,11,吞,tūn,then,(th- + -en A),*l̥ˤən,(surname),0361d,0361d,U+541E
58,13,田,tián,den,(d- + -en A),*lˤiŋ,field; to hunt,0362a,0362a,U+7530
58,15,佃,diàn,denH,(d- + -en C),*lˤiŋ-s,hunt,0362d,0362d,U+4F43
58,17,畋,tián,den,(d- + -en A),*lˤiŋ,hunt,0362e,0362e,U+754B
58,19,畋,diàn,denH,(d- + -en C),*lˤiŋ-s,cultivate a field,0362e,0362e,U+754B
58,21,甸,diàn,denH,(d- + -en C),*lˤiŋ-s,open space outside city,0362g,0362g,U+7538
58,23,年,nián,nen,(n- + -en A),*C.nˤiŋ {*C.nˤi[ŋ]},harvest; year,0364a,0364a,U+5E74
58,25,千,qiān,tshen,(tsh- + -en A),*s.n̥ˤiŋ,thousand,0365a,0365a,U+5343
58,27,玄,xuán,hwen,(h- + -wen A),*ɢʷˤin {*[ɢ]ʷˤi[n]},dark,0366a,0366a,U+7384
58,29,弦,xián,hen,(h- + -en A),*ɢˤin {*[ɢ]ˤi[n]},string of bow or instrument,0366f,0366f,U+5F26
58,31,牽,qiān,khen,(kh- + -en A),*kʰˤin {*[k]ʰˤi[n]},"pull, lead, drag",0366k,0366k,U+727D
58,33,牽,qiān,khen,(kh- + -en A),*kʰˤin {*[k]ʰˤi[n]},"pull, lead, drag",0366k,0366k,U+727D
58,35,誸,xuán,hen,(h- + -en A),*ɢˤin {*[ɢ]ˤi[n]},speak quickly,0366m,0366m,U+8AB8
58,37,淵,yuān,'wen,('- + -wen A),*ʔʷˤin {*[ʔ]ʷˤi[n]},abyss,0367a,0367a,U+6DF5
58,39,堅,jiān,ken,(k- + -en A),*kˤiŋ {*kˤi[ŋ]},"solid, strong",0368c,0368c,U+5805
58,41,賢,xián,hen,(h- + -en A),*gˤin {*[g]ˤi[n]},worthy,0368e,0368e,U+8CE2
58,43,腎,shèn,dzyinX,(dzy- + -in B),*ginʔ {*[g]i[n]ʔ},kidney,0368h,0368h,U+814E
59,1,矜,qín,gin,(g- + -in A),*griŋ,kind of lance,0369a,0369a,U+77DC
59,3,矜,jīn,king,(k- + -ing A),"*k.riŋ (dial. > k-, *-iŋ > -ing)",pity (v.),0369a,0369a,U+77DC
59,5,矜,jīn,king,(k- + -ing A),*kriŋ,boastful,0369a,0369a,U+77DC
59,7,因,yīn,'jin,('- + -jin A),*ʔin {*ʔi[n]},rely on,0370a,0370a,U+56E0
59,9,咽,yān,'en,('- + -en A),*ʔˤin {*ʔˤi[n]},gullet,0370h,0370h,U+54BD
59,11,咽,yàn,'enH,('- + -en C),*ʔˤin-s {*ʔˤi[n]-s},swallow (v.),0370h,0370h,U+54BD
59,13,烟,yān,'en,('- + -en A),*qˤin {*[q]ˤi[n]},"vapor, smoke",0370i,0370i,U+70DF
59,15,恩,ēn,'on,('- + -on A),*ʔˤən {*ʔˤə[n]},"kindness, favor",0370j,0370j,U+6069
59,17,引,yǐn,yinH,(y- + -in C),*linʔ-s {*li[n]ʔ-s},draw the bow,0371a,0371a,U+5F15
59,19,引,yǐn,yinX,(y- + -in B),*linʔ {*li[n]ʔ},draw the bow,0371a,0371a,U+5F15
59,21,蚓,yǐn,yinX,(y- + -in B),*m-qərʔ {*[m-q](r)ə[r]ʔ},earth-worm (khjuw.yinX),0371c,0371c,U+8693
59,23,陳,chén,drin,(dr- + -in A),*lrin {*lri[n]},arrange,0373a,0373a,U+9673
59,25,陳,zhèn,drinH,(dr- + -in C),*lrin-s {*lri[n]-s},battle array,0373a,0373a,U+9673
59,27,塵,chén,drin,(dr- + -in A),*drən {*[d]rə[n]},dust (n.),0374a,0374a,U+5875
59,29,真,zhēn,tsyin,(tsy- + -in A),*tin {*ti[n]},"true, real",0375a,0375a,U+771F
59,31,稹,zhěn,tsyinX,(tsy- + -in B),*tinʔ {*ti[n]ʔ},"dense, compact",0375b,0375b,U+7A39
59,33,縝,zhēn,tsyin,(tsy- + -in A),*tin {*ti[n]},"dense, fine-textured",0375c,0375c,U+7E1D
59,35,鬒,zhěn,tsyinX,(tsy- + -in B),*tinʔ {*ti[n]ʔ},black hair,0375d,0375d,U+9B12
59,37,鎮,zhèn,trinH,(tr- + -in C),*t<r>in-s {*t<r>i[n]-s},press down,0375f,0375f,U+93AE
59,39,瞋,chēn,tsyhin,(tsyh- + -in A),*tʰin {*tʰi[n]},glare (v.),0375g,0375g,U+778B
59,41,慎,shèn,dzyinH,(dzy- + -in C),*Cə.lin-s {*Cə.l[i][n]-s},careful,0375i,0375i,U+614E
59,43,顛,diān,ten,(t- + -en A),*tˤin {*tˤi[n]},top,0375m,0375m,U+985B
60,1,填,tián,den,(d- + -en A),*dˤin {*[d]ˤi[n]},obstruct; embankment,0375u,0375u,U+586B
60,3,臣,chén,dzyin,(dzy- + -in A),*gin {*[g]i[n]},"slave, subject",0377a,0377a,U+81E3
60,5,晉,jìn,tsinH,(ts- + -in C),*tsin-s {*tsi[n]-s},Jìn (place name),0378a,0378a,U+6649
60,7,進,jìn,tsinH,(ts- + -in C),*tsin-s {*[ts][i][n]-s},advance (v.),0379a,0379a,U+9032
60,9,秦,qín,dzin,(dz- + -in A),*dzin {*[dz]i[n]},Qín (place name),0380a,0380a,U+79E6
60,11,榛,zhēn,tsrin,(tsr- + -in A),*tsrin {*tsri[n]},hazel,0380f,0380f,U+699B
60,13,蓁,zhēn,tsrin,(tsr- + -in A),*tsrin {*[ts]ri[n]},luxuriant,0380i,0380i,U+84C1
60,15,盡,jìn,dzinX,(dz- + -in B),*Cə.dzinʔ {*Cə.[dz]i[n]ʔ},exhaust (v.),0381a,0381a,U+76E1
60,17,燼,jìn,dzinH,(dz- + -in C),*dzin-s {*[dz]i[n](ʔ)-s},"ashes, combusted",0381c,0381c,U+71FC
60,19,津,jīn,tsin,(ts- + -in A),*tsin {*[ts]i[n]},ford (n.),0381g,0381g,U+6D25
60,21,辛,xīn,sin,(s- + -in A),*sin {*[s]i[n]},pungent; painful,0382a,0382a,U+8F9B
60,23,辛,xīn,sin,(s- + -in A),*sin {*si[n]},8th heavenly stem,0382a,0382a,U+8F9B
60,25,莘,shēn,srin,(sr- + -in A),*srin {*sri[n]},"long, drawn-out",0382h,0382h,U+8398
60,27,新,xīn,sin,(s- + -in A),*C.sin {*C.si[n]},new,0382k,0382k,U+65B0
60,29,薪,xīn,sin,(s- + -in A),*sin {*si[n]},firewood,0382n,0382n,U+85AA
60,31,親,qīn,tshin,(tsh- + -in A),*tsʰin {*[tsʰ]i[n]},close; parents,0382o,0382o,U+89AA
60,33,訊,xùn,sinH,(s- + -in C),*sin-s {*[s]i[n]-s},ask,0383c,0383c,U+8A0A
60,35,信,xìn,sinH,(s- + -in C),*s-niŋ-s {*s-ni[ŋ]-s},truthful,0384a,0384a,U+4FE1
60,37,申,shēn,syin,(sy- + -in A),*l̥in {*l̥i[n]},9th earthly branch,0385a,0385a,U+7533
60,39,伸,shēn,syin,(sy- + -in A),*l̥in {*l̥i[n]},"stretch, extend",0385f,0385f,U+4F38
60,41,呻,shēn,syin,(sy- + -in A),*l̥in {*l̥i[n]},"chant, drone",0385g,0385g,U+547B
60,43,紳,shēn,syin,(sy- + -in A),*l̥in {*[l̥]i[n]},sash around the waist,0385h,0385h,U+7D33
61,1,神,shén,zyin,(zy- + -in A),*Cə.lin {*Cə.li[n]},spirit,0385j,0385j,U+795E
61,3,電,diàn,denH,(d- + -en C),*lˤin-s {*lˤi[n]-s},lightning,0385m,0385m,U+96FB
61,5,身,shēn,syin,(sy- + -in A),*n̥iŋ {*n̥i[ŋ]},body; self,0386a,0386a,U+8EAB
61,7,粦,lín,lin,(l- + -in A),*rən {*[r]ə[n]},will-o'-the wisp,0387a,0387a,U+7CA6
61,9,鄰,lín,lin,(l- + -in A),*rən {*(mə.)rə[n]},group of 5 families; neighbor,0387i,0387i,U+9130
61,11,鱗,lín,lin,(l- + -in A),*C.rən {*C.r[ə][n]},scale of fish or reptile,0387k,0387k,U+9C57
61,13,憐,lián,len,(l- + -en A),*k.rˤiŋ,love; pity,0387l,0387l,U+6190
61,15,人,rén,nyin,(ny- + -in A),*niŋ,(other) person,0388a,0388a,U+4EBA
61,17,仁,rén,nyin,(ny- + -in A),*niŋ {*ni[ŋ]},kindness,0388f,0388f,U+4EC1
61,19,賓,bīn,pjin,(p- + -jin A),*pin {*pi[n]},guest,0389a,0389a,U+8CD3
61,21,頻,pín,bjin,(b- + -jin A),*bin {*[b]i[n]},river bank,0390a,0390a,U+983B
61,23,頻,pín,bjin,(b- + -jin A),*bin {*[b]i[n]},frequently,0390a,0390a,U+983B
61,25,匀,yún,ywin,(y- + -win A),*ɢʷiŋ {*[ɢ]ʷi[ŋ]},"little, few (SW)",0391a,0391a,U+5300
61,27,均,yùn,hwinH,(h- + -win C),*N-qʷ<r>in-s {*[N-qʷ]<r>in-s},rhyme,0391c,0391c,U+5747
61,29,均,jūn,kjwin,(k- + -jwin A),*C.qʷin {*C.qʷi[n]},"even, equal",0391c,0391c,U+5747
61,31,鈞,jūn,kjwin,(k- + -jwin A),*kʷin {*[k]ʷi[n]},weight of 30 jīn 斤,0391e,0391e,U+921E
61,33,鈞,jūn,kjwin,(k- + -jwin A),*C.qʷin {*C.qʷi[n]},potter's wheel,0391e,0391e,U+921E
61,35,筠,yún,hwin,(h- + -win A),*ɢʷrin {*[ɢ]ʷri[n]},rind of bamboo,0391j,0391j,U+7B60
61,37,旬,xún,zwin,(z- + -win A),*s-ɢʷin {*s-[ɢ]ʷi[n]},ten-day cycle,0392a,0392a,U+65EC
61,39,徇,xùn,zwinH,(z- + -win C),*s-ɢʷin-s {*s-[ɢ]ʷi[n]-s},go everywhere,0392e,0392e,U+5F87
61,41,殉,xùn,zwinH,(z- + -win C),*s.ɢʷin-s {*s.[ɢ]ʷi[n]-s},accompany in death,0392g,0392g,U+6B89
61,43,筍,sǔn,swinX,(s- + -win B),*s-qʷinʔ {*s-qʷi[n]ʔ},‘bamboo sprouts’,0392n,0392n,U+7B4D
62,1,荀,xún,swin,(s- + -win A),*s.qʷin {*s.qʷi[n]},spec. of plant; (proper name],0392o,0392o,U+8340
62,4,吉,jí,kjit,(k- + -jit D),,auspicious,0393a,0393a,U+5409
62,7,詰,jié,khjit,(kh- + -jit D),*kʰit {*[kʰ]i[t]},"interrogate, reprimand",0393j,0393j,U+8A70
62,9,拮,jié,ket,(k- + -et D),*kˤit {*kˤi[t]},grasp (v.),0393n,0393n,U+62EE
62,11,結,jié,ket,(k- + -et D),*kˤit {*kˤi[t]},"tie, knot",0393p,0393p,U+7D50
62,13,袺,jié,keat,(k- + -eat D),*kˤ<r>it {*kˤ<r>i[t]},lift up the skirts,0393q,0393q,U+88BA
62,15,袺,jié,ket,(k- + -et D),*kˤit {*kˤi[t]},lift up the skirts,0393q,0393q,U+88BA
62,17,髻,jì,kejH,(k- + -ej C),*kˤit-s {*kˤi[t]-s},"hair-knot, chignon",0393t,0393t,U+9AFB
62,19,秸,jiē,keat,(k- + -eat D),*kˤrit {*kˤri[t]},stalk of grain,0393u,0393u,U+79F8
62,21,黠,xiá,heat,(h- + -eat D),*gˤrit {*[g]ˤri[t]},shrewd,0393v,0393v,U+9EE0
62,23,擷,xié,het,(h- + -et D),*m-kˤit {*m-[k]ˤi[t]},tuck in skirts (v.),0393z,0393z,U+64F7
62,25,一,yī,'jit,('- + -jit D),*ʔit {*ʔi[t]},one,0394a,0394a,U+4E00
62,27,壹,yī,'jit,('- + -jit D),*ʔit {*[ʔ]i[t]},one,0395a,0395a,U+58F9
62,29,噎,yē,'et,('- + -et D),*qˤik,choke,0395b,0395b,U+564E
62,31,㦤,yì,'ijH,('- + -ij C),*ʔrit-s {*[ʔ]ri[t]-s},repress,0395c,0395c,U+39A4
62,33,㦤,yì,'ijH,('- + -ij C),*q<r>it-s {*q<r>i[t]-s},excellent,0395c,0395c,U+39A4
62,35,逸,yì,yit,(y- + -it D),*lit {*[l]i[t]},flee,0396a,0396a,U+9038
62,37,佾,yì,yit,(y- + -it D),*N.rit {*[N.]r[i]t},row of dancers,0397a,0397a,U+4F7E
62,39,實,shí,zyit,(zy- + -it D),*mə.lit {*mə.li[t]},fruit; full,0398a,0398a,U+5BE6
62,41,卪,jié,tset,(ts- + -et D),*tsˤik,tally (n.),399,399,U+536A
62,43,即,jí,tsik,(ts- + -ik D),*tsik {*[ts]ik},go to,0399a,0399a,U+5373
63,1,節,jié,tset,(ts- + -et D),*tsˤik,joint of bamboo,0399e,0399e,U+7BC0
63,3,七,qī,tshit,(tsh- + -it D),*tsʰit {*[tsʰ]i[t]},seven,0400a,0400a,U+4E03
63,5,切,qiè,tshet,(tsh- + -et D),*tsʰˤit {*[tsʰ]ˤi[t]},cut; urgent,0400f,0400f,U+5207
63,7,桼,qī,tshit,(tsh- + -it D),*tsʰit {*[tsʰ]i[t]},varnish,0401a,0401a,U+687C
63,9,膝,xī,sit,(s- + -it D),*s-tsik,knee,0401c,0401c,U+819D
63,11,失,shī,syit,(sy- + -it D),*l̥it {*l̥i[t]},lose,0402a,0402a,U+5931
63,13,跌,diē,det,(d- + -et D),*lˤit {*lˤi[t]},stumble,0402j,0402j,U+8DCC
63,15,迭,dié,det,(d- + -et D),*lˤit {*lˤi[t]},alternate (v.),0402k,0402k,U+8FED
63,17,栗,lì,lit,(l- + -it D),*rit {*[r]i[t]},chestnut tree,0403a,0403a,U+6817
63,19,日,rì,nyit,(ny- + -it D),*C.nit {*C.ni[t]},sun; day,0404a,0404a,U+65E5
63,21,衵,rì,nyit,(ny- + -it D),*nik,a lady's clothes nearest to the body,0404e,0404e,U+8875
63,23,䵒,nì,nrit,(nr- + -it D),*n<r>ik,adhere; a lady's clothes nearest to the body,0404g,0404g,U+4D52
63,25,邲,bì,bit,(b- + -it D),*brit {*[b]ri[t]},[place name],405,405,U+90B2
63,27,邲,bì,bjit,(b- + -jit D),*bit {*[b]i[t]},[place name],405,405,U+90B2
63,29,必,bì,pjit,(p- + -jit D),*pit {*pi[t]},necessarily,0405a,0405a,U+5FC5
63,31,柲,bì,pit,(p- + -it D),*prit {*pri[t]},"shaft, handle (of a weapon)",0405j,0405j,U+67F2
63,33,毖,bì,pijH,(p- + -ij C),*prit-s {*pri[t]-s},cautious,0405k,0405k,U+6BD6
63,35,密,mì,mit,(m- + -it D),*mrit {*mri[t]},dense,0405p,0405p,U+5BC6
63,37,蜜,mì,mjit,(m- + -jit D),*mit,honey,0405r,0405r,U+871C
63,39,𥁑,mì,mjit,(m- + -jit D),*mit {*mi[t]},wipe a vessel clean (SW),0405s,0405s,U+25051
63,41,謐,mì,mjit,(m- + -jit D),*mit {*mi[t]},"gentle, mild",0405t,0405t,U+8B10
63,43,畢,bì,pjit,(p- + -jit D),*pit {*pi[t]},wooden fork,0407a,0407a,U+7562
64,1,畢,bì,pjit,(p- + -jit D),*pit {*pi[t]},bird-net,0407a,0407a,U+7562
64,3,畢,bì,pjit,(p- + -jit D),*pit {*pi[t]},finish (v.),0407a,0407a,U+7562
64,5,彃,bì,pjit,(p- + -jit D),*pit {*pi[t]},shoot,0407i,0407i,U+5F43
64,7,篳,bì,pjit,(p- + -jit D),*pit {*pi[t]},wattle,0407j,0407j,U+7BF3
64,9,蹕,bì,pjit,(p- + -jit D),*pit {*pi[t]},prohibit,0407l,0407l,U+8E55
64,11,韠,bì,pjit,(p- + -jit D),*pit {*pi[t]},knee cover,0407m,0407m,U+97E0
64,13,匹,pǐ,phjit,(ph- + -jit D),*pʰit {*pʰi[t]},one of a pair,0408a,0408a,U+5339
64,15,穴,xué,hwet,(h- + -wet D),*ɢʷˤit {*[ɢ]ʷˤi[t]},"cave, pit",0409a,0409a,U+7A74
64,17,血,xuè,xwet,(x- + -wet D),*m̥ˤik,blood,0410a,0410a,U+8840
64,19,恤,xù,swit,(s- + -wit D),*s-mit {*s-[m]i[t]},anxiety,0410e,0410e,U+6064
